,total_volunteers,advocacy and organizing,animals,arts and culture,children and youth related,civic engagement (voting voter registration),education and literacy,emergency management and disaster response,employment and workforce development,environment and sustainability,faith-based,health and medicine,homeless and shelter,human rights,human services,immigrants and/or refugees,justice-related,legal services,lgbtqia+,people with disabilities,senior services,women's issues,organization_type_,organization_type_article 28- nursing home facility,organization_type_arts organization,organization_type_cat rescue and adoption,organization_type_charity,organization_type_city agency,organization_type_coalition of cbos /fbo,organization_type_college and/or university,organization_type_community center,organization_type_community garden,organization_type_community-based organization,organization_type_community/ public foundation,organization_type_cultural center & botanical garden,organization_type_cultural institution,organization_type_cultural/museum,organization_type_education,organization_type_faith-based institution,organization_type_federally mandated advocacy program,organization_type_federally qualified health center,organization_type_film festival,organization_type_foster care agency,organization_type_foundation,organization_type_health care organization,organization_type_home health & hospice care,organization_type_hospital,organization_type_human services,organization_type_k-12 private school,organization_type_legal services,organization_type_legal services organization,organization_type_literacy and theater,organization_type_membership organization,organization_type_museum,organization_type_museum/botanical garden,organization_type_music school,organization_type_ngo,organization_type_non profit,organization_type_nursing facility,organization_type_nursing home,organization_type_nursing home & rehab,organization_type_nyc mayor's office,organization_type_park conservancy,organization_type_parks and public spaces,organization_type_private / public partnership,organization_type_private agency,organization_type_public library,organization_type_public park,organization_type_public-private partnership,organization_type_public/ private partnership,organization_type_quality of life issues,organization_type_senior center,organization_type_senior citizens center,organization_type_senior services,organization_type_social emotional learning,organization_type_social service agency,organization_type_theatre company,organization_type_volunteer-led group,organization_type_zoo,All Boroughs,BK,BX,MN,QN,SI
168,130.9923694121776,0.19827436385341446,0.0,0.19827436385341446,1.0,0.19827436385341446,0.19827436385341446,0.0,0.19827436385341446,0.19827436385341446,0.0,0.0,0.0,0.19827436385341446,0.19827436385341446,0.19827436385341446,0.0,0.19827436385341446,0.0,0.8017256361465855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19827436385341446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8017256361465855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
169,132.9323570209824,0.9964445503186743,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9964445503186743,0.0,0.0,0.0,0.9964445503186743,0.9964445503186743,1.0,0.0,0.9964445503186743,0.0035554496813257064,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9964445503186743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035554496813257064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
170,18.0,0.0,0.0,0.06181843979754431,0.06181843979754431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9381815602024557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06181843979754431,0.9381815602024557,0.0,0.0,0.0
171,18.0,0.0,0.0,0.9555635826204263,0.9555635826204263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04443641737957371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9555635826204263,0.04443641737957371,0.0,0.0,0.0
172,684.854025573818,0.0,0.0,0.0,0.8157714621265959,0.0,0.0,0.0,0.8157714621265959,0.0,0.0,0.1842285378734041,0.0,0.0,0.8157714621265959,0.8157714621265959,0.0,0.8157714621265959,0.0,0.0,0.8157714621265959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8157714621265959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842285378734041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1842285378734041,0.8157714621265959,0.0,0.0,0.0
173,721.1182528210363,0.0,0.0,0.9306943635577879,0.0693056364422121,0.0,0.9306943635577879,0.0,0.0693056364422121,0.0,0.0,0.0,0.0,0.0,0.0693056364422121,0.0693056364422121,0.0,0.0693056364422121,0.0,0.0,0.0693056364422121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693056364422121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9306943635577879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0693056364422121,0.9306943635577879,0.0,0.0
174,687.2727442971116,0.5266716565782691,0.0,0.5266716565782691,1.0,0.5266716565782691,0.5266716565782691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4733283434217309,1.0,0.0,1.0,0.0,0.0,0.4733283434217309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266716565782691,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266716565782691,0.0,0.4733283434217309,0.0,0.0,0.0
175,687.2727442971116,0.43707579525587004,0.0,0.43707579525587004,1.0,0.43707579525587004,0.43707579525587004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.56292420474413,1.0,0.0,1.0,0.0,0.0,0.56292420474413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43707579525587004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43707579525587004,0.0,0.56292420474413,0.0,0.0,0.0
176,280.2844142303812,0.6862699232442264,0.0,0.0,0.0,0.0,0.0,0.0,0.3137300767557736,0.0,0.0,0.0,0.3137300767557736,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6862699232442264,0.0,0.0,0.0,0.6862699232442264,0.3137300767557736,0.0,0.0
177,266.94008646331133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310124947531676,0.0,0.0,0.06898750524683239,0.9310124947531676,0.0,0.9310124947531676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9310124947531676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06898750524683239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06898750524683239,0.0,0.0,0.9310124947531676,0.0,0.0
178,283.09859154929575,0.15330047087494103,0.0,1.0,1.0,0.15330047087494103,1.0,0.0,0.0,0.846699529125059,0.15330047087494103,0.0,0.0,0.0,0.0,0.15330047087494103,0.0,0.0,0.0,0.0,0.15330047087494103,0.15330047087494103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
179,283.09859154929575,0.06408261131210069,0.0,1.0,1.0,0.06408261131210069,1.0,0.0,0.0,0.9359173886878993,0.06408261131210069,0.0,0.0,0.0,0.0,0.06408261131210069,0.0,0.0,0.0,0.0,0.06408261131210069,0.06408261131210069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
180,3250.6126696832575,0.0,0.0,0.0,1.0,0.30741936612635357,1.0,0.0,0.30741936612635357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30741936612635357,0.0,0.0,0.0,0.30741936612635357,0.30741936612635357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30741936612635357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6925806338736464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6925806338736464,0.0,0.0,0.30741936612635357,0.0,0.0
181,3283.4638340104766,0.0,0.0,0.0,1.0,0.0,0.9950362016656447,0.0049637983343553405,0.0,0.0,0.0,0.0,0.0,0.0,0.0049637983343553405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049637983343553405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950362016656447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
182,403.39102878255625,1.0,0.0,0.0,0.2649442174983614,0.0,0.0,0.7350557825016386,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2649442174983614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2649442174983614,0.0,0.0,0.7350557825016386,0.0
183,450.1706942696084,0.008275193870424746,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9917248061295753,0.9917248061295753,0.0,0.9917248061295753,0.008275193870424746,0.0,0.9917248061295753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917248061295753,0.008275193870424746,0.0,0.0,0.0,0.0
184,6.672350151448035,0.4239863991412969,0.0,0.0,0.0,0.0,0.5760136008587031,0.0,0.4239863991412969,0.5760136008587031,0.0,0.4239863991412969,0.0,0.0,1.0,0.5760136008587031,0.5760136008587031,0.4239863991412969,0.4239863991412969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5760136008587031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5760136008587031,0.0,0.0,0.4239863991412969,0.0,0.0
185,6.69806098688781,0.17102328696906444,0.0,0.17102328696906444,0.0,0.0,1.0,0.0,0.0,0.8289767130309356,0.0,0.0,0.0,0.0,0.8289767130309356,0.8289767130309356,0.8289767130309356,0.0,0.0,0.0,0.17102328696906444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8289767130309356,0.0,0.0,0.0,0.0,0.0,0.8289767130309356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17102328696906444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8289767130309356,0.0,0.17102328696906444,0.0,0.0,0.0
186,4726.43391103924,0.0,0.0,0.0,0.40184662190174625,0.0,0.40184662190174625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5981533780982538,0.0,0.0,0.40184662190174625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40184662190174625,0.0,0.0,0.5981533780982538,0.0,0.0
187,3708.902204712519,0.0,0.0,0.0,1.0,0.0,0.7852819960936671,0.2147180039063329,0.0,0.0,0.0,0.0,0.0,0.0,0.2147180039063329,0.0,0.0,0.0,0.7852819960936671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
188,2496.62027833002,1.0,0.0,0.25544508405769273,0.0,0.25544508405769273,0.25544508405769273,0.0,0.0,0.7445549159423073,0.0,0.25544508405769273,0.25544508405769273,0.0,0.25544508405769273,0.25544508405769273,0.0,0.0,0.0,0.0,0.25544508405769273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7445549159423073,0.0,0.0,0.25544508405769273,0.0,0.0
189,2314.409159645712,0.9150148056151264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9150148056151264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08498519438487362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9150148056151264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08498519438487362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9150148056151264,0.0,0.0,0.08498519438487362,0.0,0.0
190,72.65753424657534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368848895924534,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7368848895924534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368848895924534,0.0,0.0,0.26311511040754665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26311511040754665,0.0,0.0,0.7368848895924534,0.0
191,66.46619159731317,0.0,0.0,0.8762019289557459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12379807104425411,0.0,0.0,0.0,0.0,0.12379807104425411,0.8762019289557459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12379807104425411,0.8762019289557459,0.0,0.0,0.0
192,216.88481996347318,0.3780294341363374,0.3780294341363374,1.0,1.0,0.3780294341363374,1.0,0.3780294341363374,1.0,1.0,1.0,1.0,0.3780294341363374,1.0,0.3780294341363374,0.3780294341363374,1.0,0.3780294341363374,1.0,1.0,1.0,1.0,0.6219705658636626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6219705658636626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3780294341363374,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3780294341363374,0.0,0.6219705658636626,0.0,0.0,0.0
193,213.48946389993802,0.0,0.0,0.5879664261254028,1.0,0.0,1.0,0.0,0.5879664261254028,0.5879664261254028,0.5879664261254028,0.5879664261254028,0.0,0.5879664261254028,0.0,0.0,0.5879664261254028,0.0,0.5879664261254028,0.5879664261254028,0.5879664261254028,0.5879664261254028,0.5879664261254028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5879664261254028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5879664261254028,0.0,0.41203357387459716,0.0,0.5879664261254028,0.0,0.0,0.0
194,22162.91417910777,0.0,0.0,0.01524592483952869,0.01524592483952869,0.0,0.01524592483952869,0.0,0.0,0.9847540751604713,0.0,0.01524592483952869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
195,22788.17037198173,0.6942388675780619,0.0,0.0,0.6942388675780619,0.0,0.6942388675780619,0.0,0.6942388675780619,0.30576113242193814,0.0,0.0,0.0,0.6942388675780619,0.6942388675780619,0.0,0.6942388675780619,0.6942388675780619,0.6942388675780619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
196,126.8031496062992,0.0,0.0,0.0,0.7184545807027004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815454192972996,0.2815454192972996,0.2815454192972996,0.2815454192972996,0.7184545807027004,0.7184545807027004,0.2815454192972996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815454192972996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184545807027004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7184545807027004,0.0,0.2815454192972996,0.0,0.0,0.0
197,128.6201550387597,0.0,0.0,0.8253783418145919,0.8253783418145919,0.8253783418145919,0.8253783418145919,0.0,0.8253783418145919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1746216581854081,0.1746216581854081,1.0,0.0,0.8253783418145919,0.1746216581854081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1746216581854081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8253783418145919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8253783418145919,0.0,0.1746216581854081,0.0,0.0,0.0
198,22.222856604934858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657561716132051,0.0,0.0,0.0,0.0,0.0,0.6657561716132051,0.6657561716132051,0.0,0.0,0.0,0.0,0.6657561716132051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657561716132051,0.0,0.3342438283867949,0.0,0.0
199,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301283086120117,0.0,0.0,0.0,0.0,0.0,1.0,0.3301283086120117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301283086120117,0.0,0.0,0.6698716913879883,0.0
200,409.2796369945596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45989253624504434,0.0,0.0,0.5401074637549557,0.0,0.0,0.0,0.0,0.0,0.0,0.5401074637549557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45989253624504434,0.0,0.5401074637549557,0.0,0.0,0.0
201,413.0593051921097,0.0,0.0,0.0,0.26233238661861746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.26233238661861746,0.26233238661861746,0.0,0.26233238661861746,0.0,0.7376676133813825,0.26233238661861746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26233238661861746,0.0,0.7376676133813825,0.0,0.0,0.0
