Id,MS SubClass,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Enclosed Porch,Screen Porch,Garage Area,Mas Vnr Area,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_IDOTRR,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Kitchen Qual_Fa,Kitchen Qual_Gd,Kitchen Qual_TA,Exter Qual_Fa,Exter Qual_Gd,Exter Qual_TA,Bsmt Exposure_Gd,Bsmt Exposure_Mn,Bsmt Exposure_No
883,60,8633,6,5,2005,2005,738.0,1476,3,1,7,0,0,540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2537,85,8400,5,6,1968,1968,833.0,898,3,1,6,0,0,326.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
1120,20,10037,8,5,2006,2007,1460.0,1460,3,1,6,0,0,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1447,20,12250,5,6,1978,1978,864.0,1174,3,1,5,280,0,528.0,180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
104,160,2403,7,5,2003,2003,530.0,1080,2,1,4,0,0,496.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2694,50,8600,6,6,1937,1950,780.0,1376,3,1,7,0,0,198.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
920,50,13680,5,6,1940,1950,840.0,1567,2,1,6,150,0,440.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1951,70,10800,5,9,1895,1999,736.0,1534,3,1,6,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
9,120,5389,8,5,1995,1996,1595.0,1616,2,1,5,0,0,608.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
614,20,9768,5,5,1955,1955,960.0,960,2,1,5,0,0,330.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1736,20,8993,7,5,2007,2007,1302.0,1302,3,1,6,0,0,436.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2686,30,11672,5,5,1925,1950,816.0,816,2,1,4,112,0,210.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1284,20,9836,6,5,2008,2008,192.0,1133,3,1,7,0,0,308.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1765,60,10557,9,5,1998,1998,1408.0,3078,4,1,9,0,0,806.0,422.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1811,60,8462,6,5,1994,1994,928.0,1721,3,1,7,0,0,471.0,105.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2603,50,10818,4,4,1910,1950,1077.0,1760,4,1,7,96,0,648.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2220,70,7259,6,8,1945,2002,1028.0,2320,3,1,9,0,0,180.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2273,60,11800,7,5,2003,2004,1122.0,2486,5,1,10,0,0,452.0,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
163,20,7500,5,7,1959,1994,1246.0,1246,3,1,6,0,0,305.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2116,50,159000,6,7,1958,2006,1444.0,2144,4,1,7,0,0,389.0,472.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2734,50,6488,5,5,1942,1950,799.0,1150,3,1,6,0,0,215.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
426,20,14230,8,5,2007,2007,1566.0,1600,3,1,7,0,0,890.0,640.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2216,50,7810,4,6,1930,2003,930.0,1755,4,1,7,0,0,231.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2900,20,14331,8,5,2002,2002,1800.0,1800,3,1,7,0,0,765.0,630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
97,160,3182,7,5,2004,2005,600.0,1200,2,1,4,0,0,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1680,160,1920,5,5,1971,1971,765.0,1365,2,1,6,0,0,440.0,376.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1133,60,10110,6,5,2003,2003,835.0,1696,3,1,7,0,0,542.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
2761,60,10984,7,5,2005,2006,945.0,1809,3,1,8,0,0,638.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1642,20,14082,8,5,2006,2006,2220.0,2234,1,1,7,0,0,724.0,945.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1141,60,8480,6,5,1993,1994,886.0,1680,3,1,7,0,0,474.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2118,60,12205,6,8,1966,2007,832.0,2087,5,1,9,0,0,444.0,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
870,20,15750,8,5,1999,2000,1462.0,1513,2,1,5,0,0,521.0,260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1875,20,8050,5,6,1967,1993,949.0,1107,3,1,5,0,0,308.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
155,20,7200,5,7,1955,2007,0.0,827,2,1,5,0,0,392.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1318,75,6300,6,6,1914,2001,742.0,1484,3,1,9,134,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1285,30,5232,5,5,1925,2004,680.0,764,2,1,4,0,0,504.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2400,20,11846,9,5,2003,2004,1792.0,1792,2,1,6,0,0,874.0,562.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1068,60,16900,8,5,2001,2002,1479.0,2649,4,1,10,0,0,746.0,1110.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
361,60,9636,6,5,1992,1993,808.0,1593,3,1,7,0,0,389.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1493,85,10012,4,5,1972,1972,1138.0,1181,3,1,6,180,0,588.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1110,20,14303,8,5,1994,1994,1986.0,1987,2,1,7,0,0,691.0,554.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
2535,20,9360,6,7,1968,2004,976.0,976,2,1,4,0,0,504.0,203.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2030,50,5680,5,3,1901,1950,969.0,1214,2,1,6,77,0,216.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2634,20,7000,5,6,1962,1962,864.0,864,3,1,5,0,0,336.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
435,20,11578,9,5,2008,2008,1736.0,1736,3,1,7,0,0,834.0,302.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
812,90,7018,5,5,1979,1979,0.0,1535,4,2,8,0,0,400.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1202,60,9130,6,8,1966,2000,800.0,1632,4,1,7,0,0,484.0,252.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
666,30,10800,3,5,1890,1998,630.0,725,1,1,4,0,0,320.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1751,60,8244,7,5,2004,2004,840.0,1720,3,1,7,0,0,440.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
705,20,6000,4,4,1953,1953,936.0,936,2,1,4,112,0,576.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
1744,120,3621,8,5,2003,2003,1406.0,1589,2,1,7,0,0,630.0,72.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
357,60,7837,6,7,1993,1994,799.0,1571,3,1,7,0,0,380.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
2133,20,10665,7,5,2003,2003,1453.0,1479,3,1,7,0,0,558.0,167.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
989,60,10457,5,7,1969,1969,784.0,1632,4,1,7,368,0,898.0,178.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1054,60,14948,9,5,2008,2008,1452.0,2713,3,1,11,0,0,858.0,268.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,120,3940,7,5,2004,2004,1393.0,1576,2,1,7,0,0,668.0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1440,20,9382,7,5,1999,2000,1468.0,1479,3,1,6,0,0,577.0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2006,40,6854,5,7,1925,1994,756.0,1060,1,1,6,0,150,308.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2082,30,11515,4,5,1958,1994,0.0,943,3,1,5,60,0,308.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2344,50,13837,7,5,1988,1988,1204.0,2183,4,1,9,0,0,786.0,178.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
248,60,9938,7,5,1993,1994,1050.0,1949,3,1,8,0,0,574.0,246.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2276,20,12633,10,5,2006,2007,1824.0,1824,3,1,8,0,108,932.0,242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
755,70,6876,6,5,1927,1950,720.0,1930,4,1,8,213,0,316.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1178,160,3951,10,5,1998,1999,970.0,2393,2,1,7,0,94,846.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2636,70,9856,5,8,1900,2005,716.0,2014,5,1,8,167,0,624.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
2077,20,17808,4,5,1946,1950,484.0,1242,2,1,4,0,0,336.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2930,60,9627,7,5,1993,1994,996.0,2000,3,1,9,0,0,650.0,94.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
737,50,6000,6,6,1939,1950,780.0,1412,4,1,6,0,0,280.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
837,20,9757,5,7,1994,1994,990.0,990,3,1,5,0,92,440.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2086,20,9280,5,6,1951,1951,1342.0,1342,4,1,7,0,0,256.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2385,20,14780,9,5,2005,2005,1868.0,1868,2,1,7,0,156,1085.0,568.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
189,70,7740,4,7,1910,1950,622.0,1363,3,1,6,0,168,528.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
635,20,9600,6,6,1958,1988,1240.0,1632,3,1,6,0,0,338.0,183.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
432,60,13478,10,5,2008,2008,1722.0,2296,3,1,10,0,0,842.0,420.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
900,90,10926,5,5,1959,1959,1678.0,1678,6,2,10,0,0,0.0,74.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
966,20,6853,8,5,2001,2002,1267.0,1296,2,1,6,0,0,471.0,136.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1612,20,10667,6,6,1971,1971,1587.0,1587,3,1,7,0,0,525.0,302.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
904,50,8212,5,6,1941,1950,720.0,1298,3,1,6,0,0,256.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1304,20,6000,5,6,1957,1957,928.0,928,3,1,5,0,0,288.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2112,60,9316,7,5,2005,2006,879.0,1795,3,1,7,0,0,578.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1244,20,9464,6,7,1958,1958,1080.0,1080,3,1,5,0,130,288.0,135.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
843,60,10400,7,5,1998,1998,866.0,1779,3,1,6,0,0,546.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2689,50,5310,6,8,1910,2003,485.0,1635,2,1,5,0,0,255.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
2753,20,7406,7,5,2006,2006,1199.0,1220,2,1,6,0,0,632.0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1169,120,4538,9,5,2001,2001,1310.0,1310,1,1,5,0,0,545.0,179.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1376,190,10106,5,7,1940,1999,644.0,1355,4,2,6,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2503,60,13346,7,5,1992,2000,1095.0,2295,4,1,9,0,0,590.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1987,70,9639,4,8,1900,1950,1075.0,1798,4,1,7,160,0,342.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1190,20,15387,7,7,1967,1967,1620.0,1620,4,1,8,192,0,578.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1930,20,10050,5,5,1955,1955,1216.0,1216,3,1,5,0,0,336.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2677,50,6240,5,4,1936,1950,896.0,1344,3,1,7,0,0,240.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1256,50,7506,5,8,1925,1950,747.0,1159,3,1,5,96,0,288.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2484,20,8900,4,4,1966,1966,1056.0,1056,2,1,5,0,0,384.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
1253,50,8480,5,5,1947,1950,832.0,1216,2,1,6,102,0,336.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1337,50,6000,6,7,1929,1950,862.0,1158,3,1,5,112,0,208.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1788,20,8847,8,5,2005,2005,1538.0,1538,3,1,7,0,0,484.0,148.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
141,20,8050,5,5,1959,1959,1143.0,1143,3,1,6,0,0,308.0,150.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1669,20,8294,4,5,1971,1971,858.0,872,3,1,5,0,0,480.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1366,50,7920,6,7,1920,1950,319.0,1406,3,1,6,0,0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
52,20,18494,6,5,2005,2005,1324.0,1324,3,1,6,0,0,430.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
919,70,10918,7,9,1926,2004,1276.0,2080,3,1,9,0,145,282.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2804,120,4435,6,5,2004,2004,848.0,848,1,1,3,0,0,420.0,169.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
782,50,11250,4,5,1957,1989,1104.0,1788,5,1,8,0,0,304.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
956,20,14375,6,6,1958,1958,819.0,1344,3,1,7,0,233,525.0,541.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
187,190,9045,5,3,1910,1950,840.0,2256,4,2,12,18,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
2074,60,10029,6,5,1988,1989,1151.0,2060,4,1,8,0,192,521.0,268.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1039,120,4060,6,5,1998,1999,1405.0,1337,2,1,5,0,0,511.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1210,80,9020,6,7,1966,1966,1127.0,1165,3,1,6,0,0,490.0,183.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
44,20,10171,7,5,2004,2004,1517.0,1535,3,1,7,0,0,532.0,168.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1026,60,10400,7,6,1980,1988,738.0,2044,3,1,7,0,0,489.0,280.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1343,50,6240,4,7,1929,1950,704.0,1136,2,1,6,80,0,336.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2248,85,12150,6,6,1979,1979,1001.0,1299,2,1,5,222,0,486.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1849,160,2645,8,5,1999,2000,776.0,1441,2,1,5,0,0,492.0,456.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2076,20,22692,5,5,1953,1953,1073.0,1630,3,1,6,0,0,649.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2641,70,9600,7,7,1925,1990,728.0,1641,3,1,6,234,0,546.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5,60,13830,5,5,1997,1998,928.0,1629,3,1,6,0,0,482.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
878,120,4435,6,5,2003,2004,848.0,848,1,1,4,0,0,420.0,170.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1548,30,5890,6,8,1930,2007,816.0,816,2,1,5,96,0,432.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
841,20,10859,5,5,1994,1995,1097.0,1097,3,1,6,0,0,672.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1621,120,5330,8,5,2000,2000,1494.0,1652,2,1,6,0,0,499.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1504,90,6845,4,5,1955,1955,0.0,1152,2,2,6,0,0,0.0,58.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
946,30,21780,2,4,1910,1950,0.0,810,1,1,4,0,0,280.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
455,120,10307,7,5,2007,2008,1350.0,1358,2,1,6,0,0,484.0,176.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2906,120,4500,6,5,1998,1998,1216.0,1216,2,1,5,0,0,402.0,116.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2878,50,9060,6,5,1957,1957,967.0,1638,4,1,6,0,0,384.0,327.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1173,160,2160,7,5,1999,2000,600.0,1252,2,1,4,0,0,462.0,212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
985,85,7669,5,6,1992,1993,828.0,883,2,1,5,0,0,698.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
975,20,9858,5,6,1968,1968,864.0,874,3,1,5,0,0,288.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
202,70,10300,7,6,1921,1950,576.0,1710,3,1,9,64,0,480.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
528,20,8125,8,5,2008,2009,1836.0,1836,3,1,8,0,0,517.0,288.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2579,20,14850,5,5,1957,1957,1092.0,1092,2,1,6,0,122,299.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1841,120,4274,7,5,2006,2007,1241.0,1241,1,1,4,0,0,569.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
591,20,9650,6,5,1977,1977,1350.0,1334,2,1,6,0,0,630.0,360.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1897,20,14585,6,6,1960,1987,1144.0,1429,3,1,7,0,0,572.0,85.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
70,20,9000,8,5,2008,2008,1566.0,1566,3,1,7,0,0,750.0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
590,60,13774,7,7,1977,1992,908.0,2288,4,1,8,0,156,520.0,283.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1172,120,5119,9,5,1999,2000,1698.0,1709,2,1,5,0,0,506.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1714,20,9254,8,5,2005,2005,1721.0,1721,3,1,7,0,0,554.0,210.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
829,20,10324,8,5,2008,2008,1254.0,1254,2,1,5,0,0,810.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
877,20,9750,7,5,2000,2001,1630.0,1630,3,1,6,0,0,451.0,171.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2477,60,7632,7,5,2005,2005,784.0,1585,3,1,7,0,0,449.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
2871,190,15750,5,5,1953,1953,1165.0,1336,2,1,5,0,0,375.0,56.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
